Scheme Name	Net Asset Value
Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Growth Option	10.5051
Reliance Fixed Horizon Fund XXXVIII- Series 8- Dividend Plan	10.0000
Reliance Fixed Horizon Fund XXXVIII- Series 8- Growth Option	10.4918
Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Growth Option	12.8106
Reliance Fixed Horizon Fund- XXVI- Series 12- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 12- Growth Option	12.7518
Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Growth Option	12.8003
Reliance Fixed Horizon Fund- XXVI- Series 13- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 13- Growth Option	12.7439
Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Growth Option	13.3054
Reliance Fixed Horizon Fund- XXVI- Series 16- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 16- Growth Option	13.0883
Reliance Fixed Horizon Fund- XXVI- Series 19- Direct Plan- Growth Option	12.8424
Reliance Fixed Horizon Fund- XXVI- Series 19- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 19- Growth Option	12.8033
Reliance Fixed Horizon Fund- XXVI- Series 21- Direct Plan- Growth Option	13.1451
Reliance Fixed Horizon Fund- XXVI- Series 21- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 21- Growth Option	13.0905
Reliance Fixed Horizon Fund XXVI- Series 23- Direct Plan- Growth Option	14.4627
Reliance Fixed Horizon Fund- XXVI- Series 23- Direct Plan- Dividend Payout Option	11.8942
Reliance Fixed Horizon Fund- XXVI- Series 23- Dividend Payout Opiton	11.7686
Reliance Fixed Horizon Fund- XXVI- Series 23- Growth Option	14.1739
Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Growth Option	12.9394
Reliance Fixed Horizon Fund XXVI- Series 25- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 25- Growth Option	12.8986
Reliance Fixed Horizon Fund - XXVI- Series 5- Direct Plan - Growth Option	10.9566
Reliance Fixed Horizon Fund - XXVI- Series 5- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI- Series 5- Growth Option	10.9078
Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option	13.9461
Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Growth Option	13.9835
Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Growth Option	12.8447
Reliance Fixed Horizon Fund- XXVI- Series 7- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option	12.8084
Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Growth Option	10.9364
Reliance Fixed Horizon Fund- XXVI- Series 8- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 8- Growth Option	10.9233
Reliance Fixed Horizon Fund- XXVI- Series 9- Direct Plan - Growth Option	13.9199
Reliance Fixed Horizon Fund- XXVI- Series 9- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 9- Growth Option	13.8508
Reliance Fixed Horizon Fund-XXVI-Series 28-Direct Plan-Growth Option	12.8984
Reliance Fixed Horizon Fund-XXVI-Series 28-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund-XXVI-Series 28-Growth Option	12.8386
Reliance Interval Fund III- Series 1- Direct Plan- Growth Option	12.5606
Reliance Interval Fund III- Series 1- Growth Option	12.5254
Reliance Yearly Interval Fund - Series 3 - Direct Plan - Growth Plan - Growth Option	14.1912
Reliance Yearly Interval Fund - Series 3 - Dividend Plan - Dividend Option	10.0003
Reliance Yearly Interval Fund - Series 3 - Growth Plan - Growth Option	14.1450
Reliance Yearly Interval Fund - Series 6 - Direct Plan - Dividend Option	10.0000
Reliance Yearly Interval Fund - Series 6 - Direct Plan - Growth Option	13.8881
Reliance Yearly Interval Fund - Series 6 - Dividend Option	10.7650
Reliance Yearly Interval Fund - Series 6 - Growth Option	13.8380
Reliance Yearly Interval Fund - Series 7 - Direct Plan - Dividend Option	10.0004
Reliance Yearly Interval Fund - Series 7 - Direct Plan - Growth Option	13.9099
Reliance Yearly Interval Fund - Series 7- Dividend Option	10.0004
Reliance Yearly Interval Fund - Series 7- Growth Option	13.8580
Reliance Yearly Interval Fund - Series 4 - Direct Plan - Dividend Plan - Dividend Option	10.0000
Reliance Yearly Interval Fund - Series 4 - Direct Plan - Growth Plan - Growth Option	14.0084
Reliance Yearly Interval Fund - Series 4 - Dividend Plan - Dividend Option	10.0000
Reliance Yearly Interval Fund - Series 4- Growth Plan - Growth Option	13.9529
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth	17.1028
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.1168
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth	16.8914
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.8913
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth	14.3946
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.3946
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth	14.2121
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.2121
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth	13.1012
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1013
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth	13.0189
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0190
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth	12.5474
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5474
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth	12.4723
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4723
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth	12.9799
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9799
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth	12.9015
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9015
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth	12.8539
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.8539
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth	12.7638
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW)	12.7638
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth	12.8414
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.8419
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth	12.7678
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.7678
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Growth	12.8211
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Income Distribution Cum Withdrawal (IDCW)	12.8211
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Growth	12.7497
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Income Distribution Cum Withdrawal (IDCW)	12.7497
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Growth	12.8389
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	12.8389
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Growth	12.7781
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Income  Distribution Cum Withdrawal Option (IDCW)	12.7781
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Growth	12.8255
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	12.8259
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Growth	12.7616
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	12.7616
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Growth	12.7979
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.7980
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Growth	12.7349
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	12.7349
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Growth	12.7170
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.7171
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Growth	12.6554
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6557
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Growth	12.8051
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Income Distribution cum Capital withdrawal option (IDCW)	12.8053
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth	12.7450
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Income Distribution cum Capital withdrawal option (IDCW)	12.7450
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth	12.6116
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6110
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Growth	12.5556
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5557
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth	16.6498
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.6500
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Growth	16.3905
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.3932
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Growth	12.7131
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Income Distribution cum Capital Withdrwal Option (IDCW)	12.7132
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Growth	12.6547
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6548
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Growth option	12.7625
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Income Distribution Cum Capital withdrawal option	12.7626
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Growth option	12.7057
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Income Distribution Cum Capital withdrawal option	12.7057
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - Growth	12.3372
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - IDCW Payout	12.3375
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - Growth	12.2920
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - IDCW Payout	12.2920
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Growth	12.6812
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6813
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Growth	12.6318
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6319
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - Growth	12.6830
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - IDCW Payout	12.6830
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - Growth	12.6344
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - IDCW Payout	12.6348
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - Growth	12.5138
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - IDCW Payout	12.5162
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - Growth	12.4672
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - IDCW Payout	12.4672
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Growth	12.1829
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Payout	12.1831
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Growth	12.1427
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Payout	12.1428
SBI Fixed Maturity Plan (FMP) - Series 42 (1857 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.2835
SBI Fixed Maturity Plan (FMP) - Series 42 (1857 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1842
SBI Fixed Maturity Plan (FMP) Series 42 (1857 Days) - Direct Plan - Growth	13.2832
SBI Fixed Maturity Plan (FMP) Series 42 (1857 Days) - Regular Plan - Growth	13.1842
SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Growth	13.1234
SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1234
SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Regular Plan - Growth	13.0438
SBI Fixed Maturity Plan (FMP) Series 44 (1855 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0438
SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Growth	13.1123
SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1123
SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Regular Plan - Growth	13.0363
SBI Fixed Maturity Plan (FMP) Series 45 (1840Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0364
SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Direct Plan- Growth	12.3773
SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout	12.3772
SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Regular Plan- Growth	12.3326
SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout	12.3326
SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - Growth	12.3448
SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - IDCW Payout	12.3447
SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - Growth	12.3014
SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - IDCW Payout	12.3014
SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Growth	12.3293
SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Income Distribution Cum Capital Withdrawal Payout	12.3293
SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Growth	12.2867
SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal Payout	12.2867
SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Growth	12.2416
SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Income Distribution Cum Capital Withdrawal Payout	12.2417
SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Growth	12.2004
SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Payout	12.2004
SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Growth	12.2306
SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout	12.2301
SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Growth	12.1892
SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout	12.1883
SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Growth	12.1389
SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout	12.1390
SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Growth	12.1001
SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout	12.1001
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Direct Plan Growth Option	10.1918
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Direct Plan IDCW Payout Option	10.1918
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Direct Plan IDCW Reinvestment Option	10.1918
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Regular Plan Growth Option	10.1872
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Regular Plan IDCW Payout Option	10.1872
Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Regular Plan IDCW Reinvestment Option	10.1872
Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan Growth	10.1778
Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan IDCW Payout	10.1778
Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan Growth	10.1753
Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan IDCW Payout	10.1753
TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-DIRECT PLAN -GROWTH	1247.8916
TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -GROWTH	1244.3442
TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -IDCW PAYOUT	1244.3438
Union Fixed Maturity Plan - Series 13 - Direct Plan - Growth Option	12.0660
Union Fixed Maturity Plan - Series 13 - Regular Plan - Growth Option	11.9702
Union Fixed Maturity Plan - Series 13 - Regular Plan - IDCW Payout Option	11.9702
UTI Capital Protection Oriented Scheme - Series IX-I (1467 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Direct Plan - Growth Option	12.8584
UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Regular Plan - Growth Option	12.3036
UTI Capital Protection Oriented Scheme - Series IX-II (1462 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Direct Plan - Growth Option	12.8826
UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Regular Plan - Growth Option	12.3534
UTI Capital Protection Oriented Scheme - Series IX-III (1389 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Direct Plan - Growth Option	12.6616
UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Growth Option	12.1706
UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Direct Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series VIII - II (1831 Days) - Regular Plan - Growth Option	14.7526
UTI Capital Protection Oriented Scheme Series VIII -II  (1831 Days) - Direct Plan - Growth Option	15.6052
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Direct Plan - Dividend Option	10.0001
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Dividend Option	10.0002
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Growth Option	11.5592
UTI Capital Protection Oriented Scheme Series VIII-III (1281Days) - Direct Plan - Growth Option	12.1072
UTI Capital Protection Oriented Scheme - Series VIII-IV (1996 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Direct Plan - Growth Option	14.8631
UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Regular Plan - Growth Option	14.0605
UTI Capital Protection Oriented Scheme - Series X-II (1134 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Direct Plan - Growth Option	12.0468
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Regular Plan - Growth Option	11.758
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Growth Option	14.6028
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Growth Option	13.5832
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan- Growth Option	14.0746
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan - Growth Option	13.4881
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - Growth Option	15.7278
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - Growth Option	15.0152
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option	16.7457
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option	15.6197
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan - IDCW	10.0002
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option	14.9899
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option	14.0308
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan - IDCW	10.0001
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option	15.9878
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option	14.9657
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan - IDCW	10.0001
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option	12.4481
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option	10.0001
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option	11.9002
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option	12.2771
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option	11.7301
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option	12.3528
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option	11.8205
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Growth Option	16.0915
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Growth Option	15.2636
UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Regular Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Direct  Plan - Growth Option	11.784
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Regular Plan - Growth Option	11.4036
UTI F I I F-Annual Interval Plan Series - II - Direct Plan - Growth Option	28.8723
UTI F I I F-Annual Interval Plan Series - II - Regular Plan - Growth Option	28.5682
UTI FIIF Annual Interval Plan II - Direct Plan - IDCW	10.0624
UTI FIIF Annual Interval Plan II - Regular Plan - IDCW	10.075
UTI FIIF Annual Interval Plan IV - Direct Plan - IDCW	10.1008
UTI FIIF Annual Interval Plan IV - Regular Plan - IDCW	10.0749
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Direct Plan - Growth Option	27.6707
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Regular Plan - Growth Option	27.3947
UTI FIIF Half Yearly Plan I - Direct Plan - IDCW	10.0606
UTI FIIF Half Yearly Plan I - Regular Plan - IDCW	10.0564
UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Direct Plan - Growth Option	26.6295
UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Regular Plan - Growth Option	26.1257
UTI FIIF Half Yearly Plan II - Direct Plan - IDCW	10.2065
UTI FIIF Half Yearly Plan II - Regular Plan - IDCW	10.0636
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Direct Plan - Growth Option	26.0845
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option	26.0118
UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Direct Plan - Growth Option	27.3497
